,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU2372,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2373,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2374,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,Unclassified
OTU2375,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,Unclassified
OTU2376,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2377,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2378,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2379,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unclassified
OTU2380,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,Unclassified
OTU2381,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora heteroderae
OTU2382,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,Unclassified,Unclassified
OTU2383,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium canescens
OTU2384,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,Unclassified,Unclassified
OTU2385,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2386,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2387,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2388,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,Unclassified,Unclassified,Unclassified
OTU2389,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2390,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2391,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2392,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Platygloeales,f__Eocronartiaceae,g__Eocronartium,Unclassified
OTU2393,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2394,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2395,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2396,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,Unclassified,Unclassified,Unclassified
OTU2397,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2398,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2399,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Acaulium,s__Acaulium retardatum
OTU2400,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2401,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2402,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2403,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,Unclassified
OTU2404,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2405,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus curtus
OTU2406,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2407,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2408,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Lasiobolidium,Unclassified
OTU2409,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2410,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,Unclassified,Unclassified,Unclassified
OTU2411,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,Unclassified,Unclassified
OTU2412,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2413,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2414,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2415,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2416,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,Unclassified
OTU2417,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2418,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2419,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,Unclassified
OTU2420,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2421,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2422,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,Unclassified
OTU2423,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,Unclassified,Unclassified,Unclassified
OTU2424,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2425,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Erysiphe,s__Erysiphe necator
OTU2426,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Peziza,s__Peziza martinicensis
OTU2427,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2428,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,Unclassified
OTU2429,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,Unclassified
OTU2430,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,Unclassified
OTU2431,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2432,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,Unclassified,Unclassified,Unclassified
OTU2433,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2434,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2435,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2436,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Bombardiaceae,g__Ramophialophora,s__Ramophialophora humicola
OTU2437,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2438,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2439,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2440,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Chlorophyllum,Unclassified
OTU2441,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2442,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2443,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2444,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2445,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2446,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2447,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,Unclassified,Unclassified
OTU2448,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,Unclassified
OTU2449,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2450,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2451,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2452,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2453,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2454,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2455,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2456,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis undulata
OTU2457,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,Unclassified,Unclassified,Unclassified
OTU2458,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2459,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2460,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2461,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Petrophila,Unclassified
OTU2462,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,Unclassified,Unclassified,Unclassified
OTU2463,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,Unclassified,Unclassified
OTU2464,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2465,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2466,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2467,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Dothiorella,s__Dothiorella viticola
OTU2468,k__Ichthyosporia,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2469,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2470,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2471,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,Unclassified
OTU2472,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2473,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2474,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2475,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2476,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,Unclassified,Unclassified
OTU2477,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta boothii
OTU2478,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2479,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2480,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,Unclassified,Unclassified,Unclassified
OTU2481,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2482,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2483,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Metschnikowiaceae,g__Clavispora,s__Clavispora lusitaniae
OTU2484,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2485,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,Unclassified,Unclassified
OTU2486,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2487,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2488,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycodaceae,g__Hanseniaspora,Unclassified
OTU2489,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2490,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2491,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2492,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2493,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,Unclassified,Unclassified
OTU2494,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,Unclassified,Unclassified
OTU2495,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2496,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2497,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2498,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,s__Torula masonii
OTU2499,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,Unclassified,Unclassified
OTU2500,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,Unclassified
OTU2501,k__Fungi,p__Basidiomycota,c__Tremellomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2502,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2503,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2504,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Kluyveromyces,s__Kluyveromyces marxianus
OTU2505,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2506,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2507,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2508,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2509,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium austrohemisphaericum
OTU2510,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2511,k__Fungi,p__Ascomycota,c__Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2512,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,Unclassified
OTU2513,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2514,k__Fungi,p__Ascomycota,c__Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2515,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2516,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2517,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2518,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2519,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2520,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2521,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2522,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2523,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,Unclassified
OTU2524,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2525,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,Unclassified
OTU2526,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2527,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Hypoxylaceae,g__Hypoxylon,Unclassified
OTU2528,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2529,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete cumulodentata
OTU2530,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,Unclassified,f__Colacogloeaceae,g__Colacogloea,s__Colacogloea philyla
OTU2531,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2532,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU2533,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2534,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,Unclassified,f__Chrysozymaceae,g__Slooffia,s__Slooffia cresolica
OTU2535,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,Unclassified,Unclassified
OTU2536,k__Ichthyosporia,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2537,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2538,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2539,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2540,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2541,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Roussoellaceae,g__Neoroussoella,Unclassified
OTU2542,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Myrothecium,Unclassified
OTU2543,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,Unclassified,Unclassified,Unclassified
OTU2544,k__Rhizaria,p__Cercozoa,Unclassified,o__Thaumatomonadida,f__Thaumatomastigidae,g__Thaumatomonas,Unclassified
OTU2545,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2546,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2547,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2548,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,Unclassified,Unclassified
OTU2549,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2550,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2551,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2552,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2553,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU2554,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus pseudolutosus
OTU2555,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Hormonema,s__Hormonema macrosporum
OTU2556,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,Unclassified,g__Pseudomicrodochium,s__Pseudomicrodochium suttonii
OTU2557,k__Metazoa,p__Platyhelminthes,c__Catenulida,Unclassified,f__Stenostomidae,g__Stenostomum,Unclassified
